Relative_Timestamp,UTC_Timestamp,Ticks,Subject_ID,Test_Name,Condition,Wave,Trial,TargetName,Outcome,ReactionTime_ms,RT_s, Gaze_Precision, Locked_On_Target_Status, Gaze_Hit_Location_x, Gaze_Hit_Location_y,Gaze_Hit_Location_z, Reticle_Aim_Direction_x,Reticle_Aim_Direction_y, Reticle_Aim_Direction_z, Target_Distance_From_Camera
868.034,2025-10-08T00:18:52.4911610Z,638954795324911670,STEVEN100725C,Simple Disorientation Tasks,Inversion_Pitch, 4,64,Target_Right,Hit,1371,1.37,0.607,True,4.555,0.081,9.500,1.316,0.762,2.732,10.727
869.337,2025-10-08T00:18:53.7945530Z,638954795337945600,STEVEN100725C,Simple Disorientation Tasks,Inversion_Pitch, 4,64,Target_Center,Incorrect,779,0.78,0.797,True,-0.007,0.488,9.500,-0.002,0.879,3.043,9.957
870.494,2025-10-08T00:18:54.9510970Z,638954795349511040,STEVEN100725C,Simple Disorientation Tasks,Inversion_Pitch, 4,65,Target_Up,Hit,631,0.63,0.672,True,0.332,6.537,9.500,0.091,2.550,2.638,10.848
871.785,2025-10-08T00:18:56.2421920Z,638954795362421980,STEVEN100725C,Simple Disorientation Tasks,Inversion_Pitch, 4,66,Target_Down,Hit,779,0.78,0.802,True,-0.106,-1.785,9.500,-0.033,0.185,2.907,10.627
873.557,2025-10-08T00:18:58.0142700Z,638954795380142770,STEVEN100725C,Simple Disorientation Tasks,Inversion_Pitch, 4,67,Target_Left,Hit,1248,1.25,0.599,True,-5.370,1.726,9.500,-1.497,1.236,2.653,10.724
875.093,2025-10-08T00:18:59.5500760Z,638954795395500820,STEVEN100725C,Simple Disorientation Tasks,Inversion_Pitch, 4,68,Target_Up,Hit,1010,1.01,0.583,True,0.136,3.907,9.500,0.039,1.924,2.922,10.844
876.686,2025-10-08T00:19:01.1438980Z,638954795411439220,STEVEN100725C,Simple Disorientation Tasks,Inversion_Pitch, 4,69,Target_Left,Hit,1069,1.07,0.810,True,-4.160,2.184,9.500,-1.192,1.373,2.791,10.722
878.057,2025-10-08T00:19:02.5142520Z,638954795425142670,STEVEN100725C,Simple Disorientation Tasks,Inversion_Pitch, 4,70,Target_Left,Hit,859,0.86,0.022,True,-4.379,4.239,9.500,-1.251,1.930,2.638,10.719
879.540,2025-10-08T00:19:03.9972620Z,638954795439972720,STEVEN100725C,Simple Disorientation Tasks,Inversion_Pitch, 4,70,Target_Right,Incorrect,956,0.96,0.000,False,4.555,0.081,9.500,0.248,0.873,3.033,10.727
880.622,2025-10-08T00:19:05.0793460Z,638954795450793540,STEVEN100725C,Simple Disorientation Tasks,Inversion_Pitch, 4,70,Target_Center,Incorrect,557,0.56,0.959,True,0.324,1.449,9.500,0.102,1.174,3.047,9.954
882.021,2025-10-08T00:19:06.4780920Z,638954795464781030,STEVEN100725C,Simple Disorientation Tasks,Inversion_Pitch, 4,71,Target_Right,Hit,888,0.89,0.984,True,4.019,1.159,9.500,1.230,1.081,2.791,10.724
892.416,2025-10-08T00:19:16.8729750Z,638954795568729820,STEVEN100725C,Simple Disorientation Tasks,Inversion_XYZ, 5,72,Target_Up,Hit,804,0.80,0.933,True,0.292,5.031,9.500,0.083,2.201,2.818,10.845
893.798,2025-10-08T00:19:18.2554740Z,638954795582554820,STEVEN100725C,Simple Disorientation Tasks,Inversion_XYZ, 5,73,Target_Down,Hit,871,0.87,0.831,True,0.135,-1.874,9.500,0.035,0.142,2.893,10.627
895.168,2025-10-08T00:19:19.6249820Z,638954795596249920,STEVEN100725C,Simple Disorientation Tasks,Inversion_XYZ, 5,73,Target_Right,Incorrect,847,0.85,0.000,False,4.019,1.159,9.500,-1.021,1.252,2.858,10.724
895.800,2025-10-08T00:19:20.2571820Z,638954795602572100,STEVEN100725C,Simple Disorientation Tasks,Inversion_XYZ, 5,74,Target_Right,Hit,107,0.11,0.500,True,4.551,2.944,9.500,1.281,1.578,2.694,10.740
897.145,2025-10-08T00:19:21.6027520Z,638954795616027640,STEVEN100725C,Simple Disorientation Tasks,Inversion_XYZ, 5,75,Target_Up,Hit,822,0.82,0.000,False,-0.220,2.361,10.135,-0.036,1.322,3.040,10.843
898.505,2025-10-08T00:19:22.9619360Z,638954795629619450,STEVEN100725C,Simple Disorientation Tasks,Inversion_XYZ, 5,76,Target_Right,Hit,834,0.83,0.356,True,5.962,1.950,9.500,1.584,1.285,2.562,10.744
899.643,2025-10-08T00:19:24.1004590Z,638954795641004650,STEVEN100725C,Simple Disorientation Tasks,Inversion_XYZ, 5,77,Target_Left,Hit,625,0.63,0.497,True,-4.159,3.039,9.500,-1.201,1.605,2.732,10.735
901.281,2025-10-08T00:19:25.7381680Z,638954795657381780,STEVEN100725C,Simple Disorientation Tasks,Inversion_XYZ, 5,78,Target_Left,Hit,1114,1.11,0.231,True,-4.521,-0.952,9.500,-1.270,0.469,2.685,10.744
902.817,2025-10-08T00:19:27.2741150Z,638954795672741280,STEVEN100725C,Simple Disorientation Tasks,Inversion_XYZ, 5,79,Target_Down,Hit,1011,1.01,0.742,True,0.192,-1.627,9.500,0.053,0.218,2.917,10.626
904.044,2025-10-08T00:19:28.5015860Z,638954795685015970,STEVEN100725C,Simple Disorientation Tasks,Inversion_XYZ, 5,80,Target_Down,Hit,700,0.70,0.690,True,-1.045,-2.106,9.500,-0.317,0.090,2.857,10.628
905.414,2025-10-08T00:19:29.8715570Z,638954795698715690,STEVEN100725C,Simple Disorientation Tasks,Inversion_XYZ, 5,81,Target_Up,Hit,861,0.86,0.987,True,0.174,5.314,9.500,0.046,2.278,2.784,10.846
906.613,2025-10-08T00:19:31.0706660Z,638954795710706740,STEVEN100725C,Simple Disorientation Tasks,Inversion_XYZ, 5,82,Target_Left,Hit,677,0.68,0.776,True,-4.107,2.289,9.500,-1.197,1.399,2.770,10.735
907.693,2025-10-08T00:19:32.1508230Z,638954795721508310,STEVEN100725C,Simple Disorientation Tasks,Inversion_XYZ, 5,83,Target_Center,Hit,556,0.56,0.636,True,-0.248,2.657,9.500,-0.079,1.535,3.012,9.951
909.042,2025-10-08T00:19:33.4996640Z,638954795734996710,STEVEN100725C,Simple Disorientation Tasks,Inversion_XYZ, 5,84,Target_Right,Hit,832,0.83,0.852,True,4.136,2.060,9.500,1.195,1.341,2.774,10.738
911.071,2025-10-08T00:19:35.5283960Z,638954795755284020,STEVEN100725C,Simple Disorientation Tasks,Inversion_XYZ, 5,85,Target_Right,Hit,1514,1.51,0.567,True,3.134,2.588,9.500,0.939,1.508,2.856,10.733
912.531,2025-10-08T00:19:36.9880750Z,638954795769880830,STEVEN100725C,Simple Disorientation Tasks,Inversion_XYZ, 5,86,Target_Left,Hit,927,0.93,0.405,True,-5.028,2.988,9.500,-1.382,1.560,2.649,10.738
913.935,2025-10-08T00:19:38.3924290Z,638954795783924400,STEVEN100725C,Simple Disorientation Tasks,Inversion_XYZ, 5,87,Target_Down,Hit,869,0.87,0.704,True,-0.498,-1.619,9.500,-0.153,0.235,2.919,10.626
915.202,2025-10-08T00:19:39.6589100Z,638954795796589180,STEVEN100725C,Simple Disorientation Tasks,Inversion_XYZ, 5,88,Target_Down,Hit,746,0.75,0.571,True,-1.047,-1.578,9.500,-0.330,0.236,2.904,10.625
916.592,2025-10-08T00:19:41.0494980Z,638954795810495050,STEVEN100725C,Simple Disorientation Tasks,Inversion_XYZ, 5,89,Target_Down,Hit,868,0.87,0.902,True,0.029,-2.087,9.500,0.007,0.090,2.875,10.628
917.720,2025-10-08T00:19:42.1774400Z,638954795821774480,STEVEN100725C,Simple Disorientation Tasks,Inversion_XYZ, 5,89,Target_Center,Incorrect,612,0.61,0.898,True,-0.568,1.353,9.500,-0.181,1.149,3.044,9.954
919.066,2025-10-08T00:19:43.5234890Z,638954795835234960,STEVEN100725C,Simple Disorientation Tasks,Inversion_XYZ, 5,90,Target_Up,Hit,813,0.81,0.697,True,0.030,4.207,9.500,-0.007,2.029,2.887,10.844
920.115,2025-10-08T00:19:44.5727290Z,638954795845727390,STEVEN100725C,Simple Disorientation Tasks,Inversion_XYZ, 5,90,Target_Center,Incorrect,524,0.52,0.809,True,-0.811,1.586,9.500,-0.257,1.221,3.035,9.953
921.788,2025-10-08T00:19:46.2452890Z,638954795862452970,STEVEN100725C,Simple Disorientation Tasks,Inversion_XYZ, 5,91,Target_Right,Hit,1150,1.15,0.407,True,4.290,3.257,9.500,1.201,1.669,2.717,10.736
931.812,2025-10-08T00:19:56.2697800Z,638954795962697880,STEVEN100725C,Simple Disorientation Tasks,Motion_Damp, 6,91,Target_Center,Incorrect,469,0.47,0.959,True,-0.016,1.696,9.500,-0.005,1.243,3.042,9.957
933.000,2025-10-08T00:19:57.4568820Z,638954795974568910,STEVEN100725C,Simple Disorientation Tasks,Motion_Damp, 6,92,Target_Left,Hit,657,0.66,0.710,True,-3.626,0.308,9.500,-1.124,0.813,2.827,10.724
933.959,2025-10-08T00:19:58.4164130Z,638954795984164210,STEVEN100725C,Simple Disorientation Tasks,Motion_Damp, 6,92,Target_Center,Incorrect,436,0.44,0.889,True,0.566,1.184,9.500,0.185,1.091,3.044,9.955
935.172,2025-10-08T00:19:59.6295820Z,638954795996295880,STEVEN100725C,Simple Disorientation Tasks,Motion_Damp, 6,93,Target_Down,Hit,686,0.69,0.977,True,0.222,-2.743,9.500,0.068,-0.122,2.827,10.598
936.352,2025-10-08T00:20:00.8095940Z,638954796008096040,STEVEN100725C,Simple Disorientation Tasks,Motion_Damp, 6,94,Target_Left,Hit,658,0.66,0.878,True,-3.868,0.745,9.500,-1.200,0.948,2.802,10.725
937.444,2025-10-08T00:20:01.9010600Z,638954796019010690,STEVEN100725C,Simple Disorientation Tasks,Motion_Damp, 6,95,Target_Up,Hit,568,0.57,0.786,True,-0.277,4.498,9.500,-0.085,2.117,2.844,10.850
938.470,2025-10-08T00:20:02.9273690Z,638954796029273770,STEVEN100725C,Simple Disorientation Tasks,Motion_Damp, 6,95,Target_Center,Incorrect,502,0.50,0.903,True,0.092,0.820,9.500,0.029,0.983,3.050,9.954
939.569,2025-10-08T00:20:04.0259430Z,638954796040259520,STEVEN100725C,Simple Disorientation Tasks,Motion_Damp, 6,96,Target_Up,Hit,578,0.58,0.977,True,0.001,5.117,9.500,0.000,2.272,2.781,10.852
940.541,2025-10-08T00:20:04.9980640Z,638954796049980750,STEVEN100725C,Simple Disorientation Tasks,Motion_Damp, 6,96,Target_Center,Incorrect,454,0.45,0.967,True,0.106,1.081,9.500,0.035,1.053,3.050,9.955
941.621,2025-10-08T00:20:06.0784090Z,638954796060785140,STEVEN100725C,Simple Disorientation Tasks,Motion_Damp, 6,96,Target_Center,Incorrect,556,0.56,0.854,True,0.008,2.067,9.500,0.002,1.380,3.029,9.958
942.854,2025-10-08T00:20:07.3109850Z,638954796073109910,STEVEN100725C,Simple Disorientation Tasks,Motion_Damp, 6,97,Target_Right,Hit,704,0.70,0.918,True,4.258,0.936,9.500,1.293,1.018,2.761,10.725
944.895,2025-10-08T00:20:09.3523920Z,638954796093524050,STEVEN100725C,Simple Disorientation Tasks,Motion_Damp, 6,98,Target_Up,Hit,1523,1.52,0.836,True,-0.001,4.602,9.500,0.002,2.106,2.850,10.851
946.069,2025-10-08T00:20:10.5265970Z,638954796105266050,STEVEN100725C,Simple Disorientation Tasks,Motion_Damp, 6,99,Target_Up,Hit,662,0.66,0.865,True,-0.071,4.694,9.500,-0.019,2.165,2.826,10.852
947.356,2025-10-08T00:20:11.8136410Z,638954796118136480,STEVEN100725C,Simple Disorientation Tasks,Motion_Damp, 6,100,Target_Right,Hit,768,0.77,0.867,True,3.351,1.212,9.500,1.052,1.100,2.861,10.726
948.774,2025-10-08T00:20:13.2308630Z,638954796132308710,STEVEN100725C,Simple Disorientation Tasks,Motion_Damp, 6,100,Target_Down,Incorrect,893,0.89,0.000,False,0.222,-2.743,9.500,-0.044,1.923,2.912,10.598
950.143,2025-10-08T00:20:14.5999610Z,638954796145999710,STEVEN100725C,Simple Disorientation Tasks,Motion_Damp, 6,101,Target_Down,Hit,846,0.85,0.896,True,0.045,-2.066,9.500,0.012,0.061,2.894,10.601
951.366,2025-10-08T00:20:15.8232110Z,638954796158232210,STEVEN100725C,Simple Disorientation Tasks,Motion_Damp, 6,102,Target_Left,Hit,691,0.69,0.678,True,-2.810,1.169,9.500,-0.904,1.077,2.911,10.727
952.602,2025-10-08T00:20:17.0592310Z,638954796170592380,STEVEN100725C,Simple Disorientation Tasks,Motion_Damp, 6,103,Target_Right,Hit,723,0.72,0.947,True,3.613,1.326,9.500,1.115,1.132,2.834,10.728
954.731,2025-10-08T00:20:19.1884160Z,638954796191884260,STEVEN100725C,Simple Disorientation Tasks,Motion_Damp, 6,104,Target_Up,Hit,1616,1.62,0.792,True,-0.107,4.478,9.500,-0.035,2.092,2.852,10.853
956.109,2025-10-08T00:20:20.5661830Z,638954796205661910,STEVEN100725C,Simple Disorientation Tasks,Motion_Damp, 6,105,Target_Left,Hit,868,0.87,0.267,True,-1.842,0.631,9.500,-0.607,0.922,2.986,10.726
957.171,2025-10-08T00:20:21.6286720Z,638954796216286780,STEVEN100725C,Simple Disorientation Tasks,Motion_Damp, 6,106,Target_Center,Hit,537,0.54,0.992,True,-0.096,1.258,9.500,-0.018,1.118,3.046,9.958
958.697,2025-10-08T00:20:23.1541920Z,638954796231541990,STEVEN100725C,Simple Disorientation Tasks,Motion_Damp, 6,106,Target_Up,Incorrect,1002,1.00,0.273,True,0.190,3.106,9.500,0.058,1.709,2.969,10.848
960.388,2025-10-08T00:20:24.8453320Z,638954796248453420,STEVEN100725C,Simple Disorientation Tasks,Motion_Damp, 6,107,Target_Down,Hit,1169,1.17,0.349,True,0.037,-0.570,9.500,0.012,0.525,3.004,10.610
961.902,2025-10-08T00:20:26.3596830Z,638954796263597210,STEVEN100725C,Simple Disorientation Tasks,Motion_Damp, 6,107,Target_Left,Incorrect,1000,1.00,0.000,False,-1.842,0.631,9.500,-0.117,0.511,2.998,10.726
972.127,2025-10-08T00:20:36.5839710Z,638954796365839780,STEVEN100725C,Simple Disorientation Tasks,Throttiling_FPS, 7,108,Target_Down,Hit,669,0.67,0.568,True,0.351,-4.095,9.500,0.098,-0.416,2.689,10.595
973.158,2025-10-08T00:20:37.6153340Z,638954796376154650,STEVEN100725C,Simple Disorientation Tasks,Throttiling_FPS, 7,109,Target_Up,Hit,514,0.51,0.514,True,0.219,6.988,9.500,0.059,2.664,2.569,10.856
974.234,2025-10-08T00:20:38.6916380Z,638954796386916470,STEVEN100725C,Simple Disorientation Tasks,Throttiling_FPS, 7,110,Target_Up,Hit,558,0.56,0.702,True,-0.017,6.501,9.500,-0.003,2.568,2.628,10.855
975.282,2025-10-08T00:20:39.7388780Z,638954796397388860,STEVEN100725C,Simple Disorientation Tasks,Throttiling_FPS, 7,111,Target_Right,Hit,523,0.52,0.855,True,4.696,1.270,9.500,1.370,1.109,2.724,10.725
976.427,2025-10-08T00:20:40.8845970Z,638954796408846040,STEVEN100725C,Simple Disorientation Tasks,Throttiling_FPS, 7,112,Target_Down,Hit,621,0.62,0.754,True,-0.065,-3.634,9.500,-0.015,-0.318,2.740,10.596
977.516,2025-10-08T00:20:41.9735680Z,638954796419735800,STEVEN100725C,Simple Disorientation Tasks,Throttiling_FPS, 7,113,Target_Left,Hit,565,0.57,0.831,True,-4.676,0.981,9.500,-1.378,1.034,2.721,10.725
978.725,2025-10-08T00:20:43.1824110Z,638954796431824200,STEVEN100725C,Simple Disorientation Tasks,Throttiling_FPS, 7,114,Target_Down,Hit,674,0.67,0.983,True,-0.172,-2.762,9.500,-0.052,-0.074,2.846,10.598
979.914,2025-10-08T00:20:44.3717560Z,638954796443717670,STEVEN100725C,Simple Disorientation Tasks,Throttiling_FPS, 7,115,Target_Down,Hit,669,0.67,0.905,True,-0.039,-3.180,9.500,-0.013,-0.190,2.800,10.597
980.937,2025-10-08T00:20:45.3948560Z,638954796453948620,STEVEN100725C,Simple Disorientation Tasks,Throttiling_FPS, 7,115,Target_Center,Incorrect,509,0.51,1.000,True,0.034,1.359,9.500,0.012,1.148,3.047,9.956
981.865,2025-10-08T00:20:46.3220310Z,638954796463220410,STEVEN100725C,Simple Disorientation Tasks,Throttiling_FPS, 7,115,Target_Center,Incorrect,401,0.40,0.996,True,-0.104,1.341,9.500,-0.033,1.138,3.048,9.956
982.898,2025-10-08T00:20:47.3549970Z,638954796473550060,STEVEN100725C,Simple Disorientation Tasks,Throttiling_FPS, 7,116,Target_Left,Hit,524,0.52,0.758,True,-3.023,1.233,9.500,-1.055,1.096,2.861,10.726
984.032,2025-10-08T00:20:48.4892880Z,638954796484893000,STEVEN100725C,Simple Disorientation Tasks,Throttiling_FPS, 7,117,Target_Left,Hit,612,0.61,0.962,True,-3.744,1.165,9.500,-1.094,1.083,2.847,10.725
985.219,2025-10-08T00:20:49.6758680Z,638954796496758750,STEVEN100725C,Simple Disorientation Tasks,Throttiling_FPS, 7,118,Target_Down,Hit,673,0.67,0.981,True,0.065,-2.423,9.500,0.020,0.002,2.875,10.599
986.243,2025-10-08T00:20:50.7000010Z,638954796507000100,STEVEN100725C,Simple Disorientation Tasks,Throttiling_FPS, 7,118,Target_Center,Incorrect,516,0.52,0.999,True,-0.016,1.328,9.500,-0.001,1.156,3.047,9.956
987.331,2025-10-08T00:20:51.7881850Z,638954796517881960,STEVEN100725C,Simple Disorientation Tasks,Throttiling_FPS, 7,119,Target_Up,Hit,567,0.57,0.974,True,-0.032,5.622,9.500,-0.008,2.354,2.743,10.853
988.443,2025-10-08T00:20:52.8999840Z,638954796528999920,STEVEN100725C,Simple Disorientation Tasks,Throttiling_FPS, 7,120,Target_Right,Hit,588,0.59,0.934,True,4.344,1.088,9.500,1.256,1.063,2.779,10.725
989.515,2025-10-08T00:20:53.9722740Z,638954796539722830,STEVEN100725C,Simple Disorientation Tasks,Throttiling_FPS, 7,121,Target_Left,Hit,545,0.55,0.823,True,-3.270,1.682,9.500,-1.117,1.217,2.831,10.727
990.671,2025-10-08T00:20:55.1283210Z,638954796551283300,STEVEN100725C,Simple Disorientation Tasks,Throttiling_FPS, 7,122,Target_Down,Hit,635,0.64,0.952,True,-0.043,-3.003,9.500,-0.011,-0.137,2.822,10.597
991.798,2025-10-08T00:20:56.2554530Z,638954796562554620,STEVEN100725C,Simple Disorientation Tasks,Throttiling_FPS, 7,123,Target_Left,Hit,589,0.59,0.891,True,-4.373,0.904,9.500,-1.263,1.009,2.777,10.725
992.876,2025-10-08T00:20:57.3331150Z,638954796573331240,STEVEN100725C,Simple Disorientation Tasks,Throttiling_FPS, 7,124,Target_Up,Hit,556,0.56,0.996,True,0.018,5.456,9.500,-0.001,2.359,2.741,10.852
993.957,2025-10-08T00:20:58.4144620Z,638954796584144680,STEVEN100725C,Simple Disorientation Tasks,Throttiling_FPS, 7,125,Target_Right,Hit,558,0.56,0.929,True,3.718,1.001,9.500,1.107,1.037,2.842,10.724
995.149,2025-10-08T00:20:59.6065460Z,638954796596065580,STEVEN100725C,Simple Disorientation Tasks,Throttiling_FPS, 7,126,Target_Down,Hit,666,0.67,0.993,True,-0.057,-2.520,9.500,-0.032,-0.053,2.855,10.598
996.235,2025-10-08T00:21:00.6920180Z,638954796606920250,STEVEN100725C,Simple Disorientation Tasks,Throttiling_FPS, 7,127,Target_Right,Hit,562,0.56,0.955,True,3.987,1.006,9.500,1.080,1.046,2.853,10.725
997.375,2025-10-08T00:21:01.8327530Z,638954796618327590,STEVEN100725C,Simple Disorientation Tasks,Throttiling_FPS, 7,128,Target_Right,Hit,617,0.62,0.998,True,3.946,1.324,9.500,1.343,1.123,2.737,10.725
998.471,2025-10-08T00:21:02.9287460Z,638954796629287580,STEVEN100725C,Simple Disorientation Tasks,Throttiling_FPS, 7,129,Target_Left,Hit,571,0.57,0.800,True,-3.135,1.348,9.500,-0.858,1.143,2.924,10.726
999.691,2025-10-08T00:21:04.1488270Z,638954796641488350,STEVEN100725C,Simple Disorientation Tasks,Throttiling_FPS, 7,130,Target_Down,Hit,700,0.70,0.909,True,-0.438,-2.937,9.500,-0.129,-0.131,2.821,10.597
1000.785,2025-10-08T00:21:05.2424530Z,638954796652424600,STEVEN100725C,Simple Disorientation Tasks,Throttiling_FPS, 7,131,Target_Right,Hit,577,0.58,0.962,True,3.900,1.052,9.500,1.166,1.050,2.818,10.725
1001.911,2025-10-08T00:21:06.3683610Z,638954796663683700,STEVEN100725C,Simple Disorientation Tasks,Throttiling_FPS, 7,132,Target_Down,Hit,597,0.60,0.142,True,-0.176,-0.047,9.500,-0.059,0.707,3.033,10.607
